Banking77

Low STD MAX

+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
| Class 9  |     0.3881    |      0.9495     |        0.6048       |        0.9163        |    0.3748    |     0.907      |       0.601        |        0.8205       |    0.3213    |     0.4351     |       0.6021       |        0.7732       |     384      |      155      |
| Class 10 |     0.8071    |      0.9834     |        0.5726       |        0.9107        |    0.8106    |     0.9651     |       0.5698       |        0.8158       |    0.0958    |     0.1366     |       0.5816       |        0.8193       |     384      |      157      |
| Class 11 |     0.5429    |      0.9244     |        0.5929       |        0.9174        |    0.5572    |     0.8776     |       0.5874       |        0.8225       |    0.387     |     0.2949     |       0.6021       |        0.8334       |     384      |      148      |
| Class 12 |     0.3518    |      0.9071     |        0.6076       |        0.9183        |    0.358     |     0.8436     |       0.6045       |        0.8345       |    0.2607    |     0.2997     |       0.6108       |        0.8455       |     384      |      161      |
| Class 13 |     0.4904    |      0.7957     |        0.5969       |        0.9256        |    0.4491    |     0.807      |       0.5922       |        0.8411       |    0.4095    |     0.2736     |       0.6041       |        0.8432       |     384      |      154      |
+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+



Max_high_STD

